dataset,contrast,seed,gamma,n_cal,n_target,censoring_model,L_dir,U_dir,L_sep,U_sep,W_dir,W_sep,ID_width_ratio,dir_pointwise_lower,dir_pointwise_upper,sep_pointwise_lower,sep_pointwise_upper,dir_sim_lower,dir_sim_upper,sep_sim_lower,sep_sim_upper,BandWidth_dir,BandWidth_sep,band_ratio,action_dir,action_sep,direct_sim_critical,separate_sim_critical,bootstrap_requested,bootstrap_valid,tau_days,G_tau_min,unstable_cell
NSCLC-Stanford-tau365,InductiveSparsePCA,62,0.0,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.00044426868750740956,-0.00044426868750740956,-0.000444268687507382,-0.000444268687507382,0.0,0.0,inf,-0.012999150138903686,0.012110612763888867,-0.012999150138903657,0.012110612763888893,-0.01578349001996846,0.014894952644953644,-0.01701985959010988,0.016131322215095115,0.030678442664922104,0.033151181805204995,1.0806018469480603,DEFER,DEFER,2.3946320384545405,2.587643803514975,999,999,365.0,0.23699711978984847,False
NSCLC-Stanford-tau365,InductiveSparsePCA,62,0.1,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0017552929348304727,0.0008708491122081374,-0.014659847249824262,0.013775403427201932,0.00262614204703861,0.028435250677026194,10.827765660692814,-0.014437579848732555,0.01332140397498112,-0.028691802288268772,0.029356048792907694,-0.01725017488391358,0.016082606984345132,-0.03318554557532308,0.03434576122629898,0.033332781868258714,0.06753130680162206,2.0259727216446053,DEFER,DEFER,2.3946320384545405,2.587643803514975,999,999,365.0,0.23699711978984847,False
NSCLC-Stanford-tau365,InductiveSparsePCA,62,0.2,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0030633023726816793,0.0021913363347213434,-0.028921735126251208,0.02804976908829089,0.005254638707403022,0.0569715042145421,10.842135375411734,-0.015893492303622463,0.014562881320488118,-0.047891338303174366,0.04932533515466761,-0.01873888830713321,0.0173065620336522,-0.053966366814941324,0.056138849873544526,0.03604545034078541,0.11010521668848586,3.05462175246849,DEFER,DEFER,2.3946320384545405,2.587643803514975,999,999,365.0,0.23699711978984847,False
NSCLC-Stanford-tau365,InductiveSparsePCA,62,0.3,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.004369117929287751,0.0035185985542466585,-0.0432792313128678,0.04242871193782673,0.00788771648353441,0.08570794325069453,10.866002020941,-0.017364886135791277,0.01583824413088714,-0.06868336176077343,0.07048682431477556,-0.020247003011408388,0.018570414930939458,-0.07681905207270467,0.07947245417147628,0.038817417942347845,0.15629150624418095,4.026324122750957,DEFER,DEFER,2.3946320384545405,2.587643803514975,999,999,365.0,0.23699711978984847,False
NSCLC-Stanford-tau365,InductiveSparsePCA,62,0.5,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.006975858840813389,0.006199281914947746,-0.07246736730938831,0.07169079038352269,0.013175140755761136,0.14415815769291102,10.94167875435217,-0.02034390076282508,0.01850087857597149,-0.11218218989461361,0.11444253552217407,-0.023308578079715515,0.021229046605009506,-0.12490088924192086,0.12813381141354607,0.044537624684725025,0.25303470065546696,5.681369458893701,DEFER,DEFER,2.3946320384545405,2.587643803514975,999,999,365.0,0.23699711978984847,False
NSCLC-Stanford-tau365,InductiveSparsePCA,72,0.0,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.004509895695153321,-0.004509895695153321,-0.004509895695153324,-0.004509895695153324,0.0,0.0,inf,-0.014821474260000037,0.005801682869693395,-0.014821474260000038,0.005801682869693391,-0.01715159251286966,0.008131801122563016,-0.017822103488619127,0.00880231209831248,0.025283393635432676,0.026624415586931606,1.0530396342688584,DEFER,DEFER,2.4028591073986503,2.5303058756546704,999,999,365.0,0.18237330371444763,False
NSCLC-Stanford-tau365,InductiveSparsePCA,72,0.1,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.005369048822424318,-0.003591491354102567,-0.020005913242375994,0.011045373065849129,0.001777557468321751,0.031051286308225123,17.468513317626595,-0.015569332060605599,0.006865671412760925,-0.03001951775870261,0.028317788618076524,-0.017874300791460587,0.009228687480869545,-0.03293343769894877,0.03334399431771169,0.027102988272330132,0.06627743201666046,2.4453920486813674,DEFER,DEFER,2.4028591073986503,2.5303058756546704,999,999,365.0,0.18237330371444763,False
NSCLC-Stanford-tau365,InductiveSparsePCA,72,0.2,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.006171642197543961,-0.0026113110919164084,-0.035502622340556955,0.026719669051096545,0.0035603311056275526,0.0622222913916535,17.47654629461381,-0.016292258274405308,0.008027835841419908,-0.05219022466768096,0.052740591279871255,-0.018579224533031773,0.010431975063017095,-0.057046251994965796,0.06031257837227103,0.029011199596048868,0.11735883036723682,4.045293955484016,DEFER,DEFER,2.4028591073986503,2.5303058756546704,999,999,365.0,0.18237330371444763,False
NSCLC-Stanford-tau365,InductiveSparsePCA,72,0.3,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.006920478597059581,-0.0015670572607875176,-0.051059057128417115,0.042571521270570026,0.005353421336272064,0.09363057839898714,17.48985789042867,-0.016990009603279458,0.009291883480823805,-0.07632461705721415,0.07781905700229477,-0.01926543211476748,0.011745689740431574,-0.08367679666027017,0.08807595271310015,0.031011121855199053,0.17175274937337032,5.538424252284048,DEFER,DEFER,2.4028591073986503,2.5303058756546704,999,999,365.0,0.18237330371444763,False
NSCLC-Stanford-tau365,InductiveSparsePCA,72,0.5,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.008268353303030686,0.0007213363575754594,-0.08257628863222527,0.07502927168677011,0.008989689660606147,0.15760556031899536,17.53181325153426,-0.018308311145511486,0.01213470892062261,-0.126022746042309,0.12911933512709875,-0.02057705097808762,0.014713800722009942,-0.13866549605044898,0.14485933306400275,0.03529085170009756,0.28352482911445176,8.033946914170619,DEFER,DEFER,2.4028591073986503,2.5303058756546704,999,999,365.0,0.18237330371444763,False
