scenario,method,gamma,class_contains_true,reps,truth,point_coverage,point_width,ci_coverage,ci_width,retain,reference,defer,mean_regret,observed_censoring,n_target,run_kind,ci_coverage_wilson_low,ci_coverage_wilson_high,retain_wilson_low,retain_wilson_high,reference_wilson_low,reference_wilson_high,defer_wilson_low,defer_wilson_high
constant_shift,separate_risk,0.3,True,1000,0.0208621640833796,0.917,0.0688788732098062,0.999,0.1609457852351899,0.0,0.008,0.992,0.002976,0.7020263157894736,60,comparator,0.9943574414020421,0.9998234536293739,2.168404344971009e-19,0.0038267584855551234,0.004059195818806103,0.015706334530980144,0.9842936654690199,0.995940804181194
constant_shift,separate_risk,0.5,True,1000,0.0208621640833796,0.98,0.1136751167531431,1.0,0.2134339893174147,0.0,0.0,1.0,0.003,0.7020263157894736,60,comparator,0.996173241514445,1.0,2.168404344971009e-19,0.0038267584855551234,2.168404344971009e-19,0.0038267584855551234,0.996173241514445,1.0
constant_shift,transport_assume,0.1,False,1000,0.0208621640833796,0.0,0.0,0.911,0.0644908568794585,0.001,0.335,0.664,0.0020128621640833,0.7020263157894736,60,comparator,0.8917426484378812,0.9271117560869926,0.00017654637062607809,0.0056425585979579355,0.30642688114062866,0.3648359491596046,0.6341464130394475,0.6925984101772905
constant_shift,transport_assume,0.2,False,1000,0.0208621640833796,0.0,0.0,0.911,0.0644908568794585,0.001,0.335,0.664,0.0020128621640833,0.7020263157894736,60,comparator,0.8917426484378812,0.9271117560869926,0.00017654637062607809,0.0056425585979579355,0.30642688114062866,0.3648359491596046,0.6341464130394475,0.6925984101772905
constant_shift,transport_assume,0.3,False,1000,0.0208621640833796,0.0,0.0,0.911,0.0644908568794585,0.001,0.335,0.664,0.0020128621640833,0.7020263157894736,60,comparator,0.8917426484378812,0.9271117560869926,0.00017654637062607809,0.0056425585979579355,0.30642688114062866,0.3648359491596046,0.6341464130394475,0.6925984101772905
constant_shift,transport_assume,0.5,False,1000,0.0208621640833796,0.0,0.0,0.911,0.0644908568794585,0.001,0.335,0.664,0.0020128621640833,0.7020263157894736,60,comparator,0.8917426484378812,0.9271117560869926,0.00017654637062607809,0.0056425585979579355,0.30642688114062866,0.3648359491596046,0.6341464130394475,0.6925984101772905
constant_shift,proposed_direct,0.1,False,1000,0.0208621640833796,0.18,0.0067095931187152,0.972,0.0773587313745498,0.001,0.194,0.805,0.0024358621640833,0.7016052631578948,80,comparator,0.9598298168024069,0.9805577231872291,0.00017654637062607809,0.0056425585979579355,0.17068142956732762,0.21966054662583218,0.77929577121571,0.8283699061081016
constant_shift,proposed_direct,0.2,True,1000,0.0208621640833796,0.331,0.0133933593498387,0.982,0.083907366075213,0.001,0.134,0.865,0.0026158621640833,0.7016052631578948,80,comparator,0.9717267448294926,0.9885842599904322,0.00017654637062607809,0.0056425585979579355,0.11428107599412643,0.15652011121729995,0.8424178447972049,0.8847886215083399
constant_shift,proposed_direct,0.3,True,1000,0.0208621640833796,0.477,0.0200258528704827,0.989,0.0903164439823205,0.001,0.094,0.905,0.0027358621640833,0.7016052631578948,80,comparator,0.9804106042992137,0.9938468259019134,0.00017654637062607809,0.0056425585979579355,0.07743417357376373,0.11367315431650704,0.8852455602057479,0.9216547654209526
constant_shift,proposed_direct,0.5,True,1000,0.0208621640833796,0.706,0.0330393394996661,0.992,0.102629856593553,0.001,0.041,0.958,0.0028948621640833,0.7016052631578948,80,comparator,0.9842936654690199,0.995940804181194,0.00017654637062607809,0.0056425585979579355,0.030364971082098315,0.0551479932076413,0.9437155747733968,0.9687791144538346
constant_shift,scalar_tilt,0.1,False,1000,0.0208621640833796,0.117,0.0044676186315949,0.966,0.0730093039404256,0.001,0.237,0.762,0.0023068621640833,0.7016052631578948,80,comparator,0.9528648097546889,0.9755686513367737,0.00017654637062607809,0.0056425585979579355,0.21168136426041648,0.2643315107029855,0.7346343310291412,0.787360447524428
constant_shift,scalar_tilt,0.2,True,1000,0.0208621640833796,0.235,0.0089173472575757,0.974,0.0773218272859662,0.001,0.191,0.808,0.0024448621640833,0.7016052631578948,80,comparator,0.9621761711573101,0.9821960617983837,0.00017654637062607809,0.0056425585979579355,0.16783693231549512,0.216528004428578,0.7824275640840395,0.8312151526888587
constant_shift,scalar_tilt,0.3,True,1000,0.0208621640833796,0.332,0.0133315716462266,0.981,0.0815097912042338,0.001,0.155,0.844,0.0025528621640833,0.7016052631578948,80,comparator,0.9705155440876868,0.9878031142492091,0.00017654637062607809,0.0056425585979579355,0.13389362461519208,0.17874683873984096,0.8201985055513945,0.8651686846105435
constant_shift,scalar_tilt,0.5,True,1000,0.0208621640833796,0.517,0.0219860159249249,0.988,0.0894597713619629,0.001,0.089,0.91,0.0027508621640833,0.7016052631578948,80,comparator,0.9791427315245017,0.9931223521935965,0.00017654637062607809,0.0056425585979579355,0.07288824391300744,0.10825735156211885,0.8906582073569279,0.926203850684917
constant_shift,separate_risk,0.1,False,1000,0.0208621640833796,0.534,0.0230473827186663,0.992,0.1088588500971894,0.001,0.043,0.956,0.0028888621640833,0.7016052631578948,80,comparator,0.9842936654690199,0.995940804181194,0.00017654637062607809,0.0056425585979579355,0.03207865341171336,0.057419003844084014,0.9414482108495923,0.9670617854115815
constant_shift,separate_risk,0.2,True,1000,0.0208621640833796,0.829,0.0460090097082073,0.999,0.1333505179529363,0.0,0.015,0.985,0.002955,0.7016052631578948,80,comparator,0.9943574414020421,0.9998234536293739,2.168404344971009e-19,0.0038267584855551234,0.009110978804081668,0.024600976926906798,0.9753990230730932,0.9908890211959184
constant_shift,separate_risk,0.3,True,1000,0.0208621640833796,0.937,0.0688003533080825,0.999,0.1586279005735948,0.0,0.005,0.995,0.002985,0.7016052631578948,80,comparator,0.9943574414020421,0.9998234536293739,2.168404344971009e-19,0.0038267584855551234,0.0021375355273244596,0.011650955373375113,0.9883490446266249,0.9978624644726756
constant_shift,separate_risk,0.5,True,1000,0.0208621640833796,0.989,0.1135473041497689,1.0,0.2107922792622181,0.0,0.0,1.0,0.003,0.7016052631578948,80,comparator,0.996173241514445,1.0,2.168404344971009e-19,0.0038267584855551234,2.168404344971009e-19,0.0038267584855551234,0.996173241514445,1.0
constant_shift,transport_assume,0.1,False,1000,0.0208621640833796,0.0,0.0,0.932,0.0630596265840407,0.001,0.356,0.643,0.0019498621640833,0.7016052631578948,80,comparator,0.9146861384770105,0.9460075421914699,0.00017654637062607809,0.0056425585979579355,0.3269260364778622,0.38617606996597764,0.6128092971223535,0.6720962499507777
constant_shift,transport_assume,0.2,False,1000,0.0208621640833796,0.0,0.0,0.932,0.0630596265840407,0.001,0.356,0.643,0.0019498621640833,0.7016052631578948,80,comparator,0.9146861384770105,0.9460075421914699,0.00017654637062607809,0.0056425585979579355,0.3269260364778622,0.38617606996597764,0.6128092971223535,0.6720962499507777
constant_shift,transport_assume,0.3,False,1000,0.0208621640833796,0.0,0.0,0.932,0.0630596265840407,0.001,0.356,0.643,0.0019498621640833,0.7016052631578948,80,comparator,0.9146861384770105,0.9460075421914699,0.00017654637062607809,0.0056425585979579355,0.3269260364778622,0.38617606996597764,0.6128092971223535,0.6720962499507777
